"","maxtempC","mintempC","sunHour","uvIndex","moon_illumination","DewPointC","FeelsLikeC","HeatIndexC","WindChillC","WindGustKmph","cloudcover","humidity","precipMM","pressure","tempC","visibility","winddirDegree","windspeedKmph","AQI","AQI_Explained","date_time","moonrise","moonset","sunrise","sunset"
"606",30,22,12.9,7,100,22,29,29,27,11,14,75,0,1008,30,10,79,8,325,"Hazardous",16676,354,274,329,382
"607",29,21,12.9,7,100,22,29,29,26,13,7,77,0,1009,29,10,99,9,315,"Hazardous",16677,399,342,329,381
"608",29,21,12.9,7,89,22,29,29,26,14,18,79,0,1010,29,10,103,10,257,"Very unhealthy",16678,443,410,330,380
"609",29,23,11.9,6,74,22,29,29,26,15,48,79,0.5,1009,29,9,128,10,280,"Very unhealthy",16679,486,478,330,378
"610",29,23,12.9,6,66,22,30,30,27,11,36,73,0.6,1011,29,10,189,7,313,"Hazardous",16680,530,545,331,377
"611",30,20,12.8,7,59,21,30,30,27,15,9,73,0,1014,30,10,236,10,323,"Hazardous",16681,576,611,332,376
"612",29,22,12.8,6,51,22,30,30,27,20,23,75,1.5,1012,29,10,156,15,325,"Hazardous",16682,623,674,332,375
"613",28,23,11.9,6,44,22,29,29,26,14,69,80,1.9,1011,28,9,108,10,247,"Very unhealthy",16683,673,734,333,373
"614",28,23,12.8,6,36,22,29,29,26,15,61,81,0.6,1011,28,9,132,11,203,"Very unhealthy",16684,673,71,333,372
"615",28,20,12.8,7,29,21,27,27,25,18,19,80,0.1,1010,28,10,108,13,138,"Unhealthy for sensitive groups",16685,724,123,334,371
"616",28,21,12.8,7,21,20,27,27,25,20,25,74,0.2,1013,28,10,53,14,138,"Unhealthy for sensitive groups",16686,777,170,334,370
"617",28,19,12.7,6,14,17,25,25,24,16,8,67,0,1015,28,10,38,11,125,"Unhealthy for sensitive groups",16687,111,215,335,369
"618",28,18,12.7,6,6,17,25,25,24,14,8,67,0,1015,28,10,176,9,138,"Unhealthy for sensitive groups",16688,164,254,336,367
"619",29,17,12.7,7,0,18,25,25,24,10,23,69,0,1013,29,10,124,6,162,"Unhealthy",16689,218,291,336,366
"620",22,17,11.9,5,0,17,20,21,20,20,50,81,1.3,1016,22,10,317,12,280,"Very unhealthy",16690,270,327,337,365
"621",26,16,12.7,5,0,14,22,22,21,19,36,64,0,1019,26,10,107,12,193,"Unhealthy",16691,323,360,337,364
"622",26,18,11.9,5,1,17,24,24,23,12,48,69,0,1018,26,10,99,8,150,"Unhealthy for sensitive groups",16692,375,393,338,362
"623",23,19,7.9,5,9,19,21,22,21,9,85,88,0.6,1017,23,7,248,6,138,"Unhealthy for sensitive groups",16693,426,426,338,361
"624",26,19,12.6,5,16,19,24,24,23,28,54,78,10.4,1015,26,8,132,18,138,"Unhealthy for sensitive groups",16694,478,460,339,360
"625",27,22,8.8,6,24,21,27,27,25,17,66,81,2.2,1012,27,9,141,12,153,"Unhealthy",16695,530,496,340,358
"626",27,21,8.8,5,32,20,27,27,25,19,60,79,0.5,1013,27,9,150,13,193,"Unhealthy",16696,583,535,340,357
"627",27,21,8.8,6,39,21,27,27,25,17,60,80,0.8,1012,27,9,188,12,138,"Unhealthy for sensitive groups",16697,636,577,341,356
"628",27,21,8.8,5,47,21,27,27,24,19,57,82,2.6,1012,27,9,161,13,237,"Very unhealthy",16698,690,623,341,355
"629",27,19,11.6,6,54,18,24,24,23,19,26,75,0,1013,27,10,75,13,223,"Very unhealthy",16699,743,674,342,353
"630",27,21,7.4,5,62,20,26,26,24,20,75,80,0.2,1012,27,10,134,14,187,"Unhealthy",16700,75,674,342,352
"631",27,20,7.4,5,69,20,25,25,23,22,71,85,3.7,1008,27,9,277,15,197,"Unhealthy",16701,126,729,343,351
"632",27,20,6,5,77,20,24,24,23,16,80,84,0.8,1008,27,8,115,11,138,"Unhealthy for sensitive groups",16702,175,69,344,350
"633",24,20,11.6,6,84,20,24,24,23,12,53,85,0,1008,24,10,59,8,163,"Unhealthy",16703,222,132,344,348
"634",27,19,11.6,6,92,19,25,25,24,19,13,78,0,1012,27,10,31,14,193,"Unhealthy",16704,267,198,345,347
"635",27,19,10.2,5,99,18,23,23,23,22,21,76,0,1013,27,10,29,15,170,"Unhealthy",16705,311,266,345,346
"636",26,19,6,5,100,19,25,25,23,30,71,80,0.8,1015,26,10,50,21,160,"Unhealthy",16706,355,335,346,345
"637",24,23,6,5,85,22,26,26,24,43,91,91,2.6,1016,24,10,73,27,150,"Unhealthy for sensitive groups",16707,400,403,347,343
"638",29,25,6,6,78,24,30,30,27,30,76,86,0,1013,29,10,145,19,162,"Unhealthy",16708,447,471,347,342
"639",23,16,7.4,5,75,18,22,24,22,36,55,78,2.5,1013,23,10,283,24,177,"Unhealthy",16709,494,538,348,341
"640",24,14,11.6,6,68,14,22,23,22,15,4,61,0,1018,24,10,219,10,200,"Unhealthy",16710,545,602,348,340
"641",27,16,11.6,6,61,19,24,24,23,13,24,77,0,1020,27,10,134,8,230,"Very unhealthy",16711,598,662,349,338
"642",25,19,8.8,5,53,17,22,22,21,18,66,80,1.9,1024,25,10,96,12,163,"Unhealthy",16712,651,717,350,337
"643",21,19,5.9,4,46,18,20,20,20,17,98,86,6.7,1022,21,10,68,11,143,"Unhealthy for sensitive groups",16713,706,768,350,336
"644",23,19,5.9,5,39,17,21,22,21,19,74,78,0.2,1019,23,10,94,12,138,"Unhealthy for sensitive groups",16714,706,93,351,335
"645",24,19,5.9,5,31,17,24,24,22,25,90,74,0,1014,24,10,125,17,125,"Unhealthy for sensitive groups",16715,760,134,351,333
"646",21,18,7.3,4,24,17,20,21,20,22,79,86,2.2,1014,21,8,136,14,188,"Unhealthy",16716,94,172,352,332
"647",24,16,10.2,6,17,14,20,21,20,17,17,70,0,1015,24,10,306,11,319,"Hazardous",16717,146,208,353,331
"648",24,14,5.9,5,10,10,19,19,19,22,68,57,0,1015,24,10,291,14,280,"Very unhealthy",16718,199,242,353,330
"649",22,12,11.6,5,2,7,18,18,18,18,11,52,0,1021,22,10,226,12,250,"Very unhealthy",16719,250,274,354,329
"650",23,12,11.6,5,0,8,20,20,20,8,2,46,0,1023,23,10,285,6,337,"Hazardous",16720,302,308,355,327
"651",24,12,11.6,4,0,9,20,20,20,9,31,51,0,1023,24,10,199,5,341,"Hazardous",16721,354,342,355,326
"652",24,13,11.6,6,5,11,20,21,20,12,14,60,0,1021,24,10,111,8,337,"Hazardous",16722,406,377,356,325
"653",25,15,11.6,6,12,16,23,24,23,11,0,68,0,1019,25,10,122,9,180,"Unhealthy",16723,459,415,357,324
"654",25,15,11.6,6,19,18,23,24,23,11,1,72,0,1019,25,10,88,9,247,"Very unhealthy",16724,512,456,357,323
"655",25,15,11.6,6,27,16,23,23,23,13,0,67,0,1020,25,10,68,10,187,"Unhealthy",16725,566,500,358,322
"656",24,15,11.6,6,34,16,21,22,21,14,10,74,0,1019,24,10,69,10,260,"Very unhealthy",16726,618,549,359,321
"657",24,15,11.6,6,41,14,20,21,20,16,34,71,0,1016,24,10,69,10,253,"Very unhealthy",16727,670,601,359,319
"658",24,16,8.6,5,48,16,21,22,21,16,51,78,0.2,1015,24,10,80,11,233,"Very unhealthy",16728,720,657,360,318
"659",25,17,8.7,6,56,18,23,24,23,15,7,76,0,1017,25,10,70,12,263,"Very unhealthy",16729,768,717,361,317
"660",26,18,8.7,5,63,18,22,22,22,17,30,80,0,1018,26,9,69,12,331,"Hazardous",16730,94,717,361,316
"661",25,17,8.7,6,70,18,24,24,22,14,27,79,0,1018,25,9,78,11,297,"Very unhealthy",16731,137,60,362,315
"662",22,17,7.2,5,77,17,21,23,21,17,45,77,0.1,1019,22,10,110,13,293,"Very unhealthy",16732,181,124,363,314
"663",23,18,5.7,5,85,15,20,21,20,20,66,75,0.4,1020,23,9,120,13,293,"Very unhealthy",16733,224,191,364,313
"664",26,18,8.7,6,92,18,23,23,22,21,27,78,0,1017,26,10,154,15,290,"Very unhealthy",16734,267,258,364,312
"665",21,14,8.7,4,99,11,18,18,18,27,36,63,0,1019,21,10,322,20,287,"Very unhealthy",16735,313,326,365,311
"666",20,11,8.7,5,100,6,17,18,17,10,27,48,0,1022,20,10,96,6,326,"Hazardous",16736,361,394,366,310
"667",17,15,4.1,4,86,13,17,17,17,20,95,80,10.3,1022,17,9,40,13,322,"Hazardous",16737,411,462,367,309
"668",19,14,7.2,4,79,11,16,17,16,28,61,69,0.1,1027,19,10,101,19,263,"Very unhealthy",16738,465,525,367,308
"669",18,14,7.2,4,75,8,16,16,16,20,64,60,0,1030,18,10,104,15,207,"Very unhealthy",16739,519,585,368,308
"670",14,10,5.6,3,59,10,12,13,12,16,63,80,4.1,1026,14,10,308,11,162,"Unhealthy",16740,576,640,369,307
"671",18,9,8.7,4,52,7,15,16,15,14,1,55,0,1026,18,10,239,11,237,"Very unhealthy",16741,631,689,370,306
"672",20,10,8.7,5,44,11,18,18,18,17,16,65,0,1026,20,10,101,12,346,"Hazardous",16742,687,732,370,305
"673",19,15,4.1,4,37,16,18,18,18,21,76,85,0.7,1024,19,8,131,13,334,"Hazardous",16743,687,772,371,304
"674",24,18,7.2,5,29,18,21,21,21,16,75,85,1,1021,24,8,139,11,240,"Very unhealthy",16744,740,89,372,303
"675",26,19,8.7,5,22,19,24,24,22,33,59,88,0,1018,26,10,146,22,253,"Very unhealthy",16745,73,123,373,303
"676",25,16,4.1,5,14,18,23,23,21,26,80,82,0.3,1017,25,10,257,18,188,"Unhealthy",16746,125,156,374,302
"677",18,14,4.1,4,6,11,15,15,15,23,96,77,0.9,1021,18,8,313,18,300,"Very unhealthy",16747,177,189,374,301
"678",15,11,5.6,3,0,9,12,13,12,26,57,75,1.1,1024,15,10,328,20,333,"Hazardous",16748,229,222,375,300
"679",16,9,7.2,3,0,8,13,14,13,18,48,70,0,1026,16,10,134,13,334,"Hazardous",16749,280,257,376,300
"680",18,13,7.1,4,0,10,15,15,15,18,61,69,0.1,1026,18,10,81,13,310,"Hazardous",16750,334,294,377,299
"681",17,14,3.9,4,1,13,16,16,16,8,87,84,0,1023,17,9,88,6,243,"Very unhealthy",16751,387,334,378,299
"682",17,13,5.5,4,8,13,15,15,15,22,80,86,2.1,1018,17,9,265,16,319,"Hazardous",16752,441,378,379,298
"683",18,13,5.5,4,16,11,15,15,15,16,41,74,0,1019,18,10,303,12,318,"Hazardous",16753,495,426,380,297
"684",20,12,8.7,5,24,13,17,17,17,17,23,74,0,1019,20,10,116,12,351,"Hazardous",16754,548,477,380,297
"685",21,16,3.9,4,31,16,18,18,18,23,89,88,4.5,1016,21,10,179,15,345,"Hazardous",16755,598,532,381,296
"686",17,15,3.9,4,39,15,17,17,17,24,100,91,15.9,1017,17,9,34,17,324,"Hazardous",16756,646,590,382,296
"687",17,14,3.9,4,46,14,16,16,16,25,98,85,1.8,1020,17,10,99,17,210,"Very unhealthy",16757,692,650,383,295
"688",14,14,3.9,3,54,11,14,14,14,12,99,84,0.5,1023,14,9,22,9,180,"Unhealthy",16758,735,712,384,295
"689",15,14,3.9,3,61,13,15,15,15,15,99,88,1.7,1023,15,8,31,10,223,"Very unhealthy",16759,777,712,385,294
"690",17,15,3.9,4,69,16,17,17,17,19,100,94,8.1,1024,17,8,74,13,293,"Very unhealthy",16760,98,775,385,294
"691",19,17,3.9,4,76,16,18,18,18,20,94,92,5.8,1023,19,8,79,13,214,"Very unhealthy",16761,139,120,386,294
"692",17,15,3.8,4,84,15,16,17,16,23,88,90,1.3,1023,17,9,165,16,200,"Unhealthy",16762,182,185,387,293
"693",14,11,3.8,3,91,11,12,14,12,32,99,84,0,1024,14,10,75,22,227,"Very unhealthy",16763,228,252,388,293
"694",8,5,5.5,2,99,3,3,7,3,36,86,78,1.5,1026,8,10,312,27,160,"Unhealthy",16764,276,319,389,293
"695",5,0,8.7,2,100,-5,-3,3,-3,35,18,58,0,1029,5,10,306,27,220,"Very unhealthy",16765,328,384,390,293
"696",6,-1,7.1,1,86,-6,2,4,2,11,31,48,0,1030,6,10,213,9,320,"Hazardous",16766,383,447,391,292
"697",14,6,7.1,3,78,2,10,11,10,10,67,57,0.2,1028,14,9,180,6,300,"Very unhealthy",16767,440,505,391,292
"698",13,9,3.8,3,71,10,12,12,12,5,93,87,2.1,1026,13,9,158,4,324,"Hazardous",16768,497,559,392,292
"699",16,10,7.1,3,63,11,13,14,13,11,29,81,0,1025,16,10,91,8,329,"Hazardous",16769,555,606,393,292
"700",17,12,3.8,3,61,11,14,14,14,24,57,82,0,1022,17,10,113,15,348,"Hazardous",16770,610,649,394,292
"701",13,8,5.4,3,54,8,11,13,11,28,76,76,3.3,1021,13,10,295,18,312,"Hazardous",16771,664,688,395,292
"702",13,6,8.7,3,46,-1,8,10,8,26,8,48,0,1026,13,10,298,19,326,"Hazardous",16772,717,723,396,292
"703",10,4,8.7,3,39,-5,6,8,6,17,22,42,0,1029,10,10,327,11,314,"Hazardous",16773,717,756,396,292
"704",7,4,3.8,2,32,-1,5,6,5,7,97,63,4.6,1029,7,9,260,5,305,"Hazardous",16774,769,70,397,292
"705",11,4,8.7,2,25,3,6,8,6,15,49,72,1.9,1030,11,10,294,12,325,"Hazardous",16775,101,103,398,292
"706",13,6,8.7,3,17,7,11,12,11,13,1,72,0,1031,13,10,144,11,341,"Hazardous",16776,153,136,399,292
"707",14,7,5.4,3,10,7,12,12,12,15,35,72,0,1031,14,10,69,11,320,"Hazardous",16777,206,172,399,292
"708",16,10,3.8,3,3,11,12,13,12,19,81,86,1.4,1024,16,8,92,12,217,"Very unhealthy",16778,259,211,400,292
"709",13,11,3.8,3,0,11,11,12,11,28,97,93,5.4,1017,13,9,305,19,263,"Very unhealthy",16779,313,253,401,292
"710",11,6,5.4,2,0,7,8,10,8,23,68,82,0.2,1022,11,9,299,17,273,"Very unhealthy",16780,368,300,402,293
"711",12,5,8.7,3,4,7,10,11,10,10,9,77,0,1024,12,10,196,8,317,"Hazardous",16781,422,351,402,293
"712",10,7,3.8,2,12,7,7,9,7,15,94,89,1,1023,10,8,213,11,309,"Hazardous",16782,475,406,403,293
"713",9,6,7.1,2,19,3,5,8,5,22,58,74,0,1024,9,10,300,15,320,"Hazardous",16783,525,465,404,293
"714",10,5,8.7,3,26,0,5,8,5,20,32,61,0,1026,10,10,310,14,365,"Hazardous",16784,572,525,404,294
"715",7,2,8.7,3,33,-5,1,5,1,29,4,48,0,1030,7,10,319,21,417,"Hazardous",16785,616,586,405,294
"716",5,0,8.7,2,41,-8,0,4,0,19,0,43,0,1034,5,10,320,16,322,"Hazardous",16786,658,648,406,294
"717",3,1,8.7,2,48,-6,1,4,1,14,19,48,0,1033,3,10,309,10,304,"Hazardous",16787,699,711,406,295
"718",11,5,5.4,2,55,2,7,9,7,18,37,63,0,1027,11,10,195,12,313,"Hazardous",16788,738,711,407,295
"719",11,6,5.4,2,62,3,7,9,7,21,59,68,0.8,1026,11,9,189,15,260,"Very unhealthy",16789,779,774,407,296
"720",9,6,8.7,3,70,5,7,8,7,12,48,81,0.2,1028,9,10,151,9,293,"Very unhealthy",16790,102,118,408,296
"721",16,10,7.1,3,77,10,12,13,12,14,70,83,2.9,1024,16,10,179,9,359,"Hazardous",16791,147,182,408,297
"722",12,9,3.8,3,84,9,9,11,9,18,83,89,0,1022,12,10,204,13,336,"Hazardous",16792,196,246,409,297
"723",10,8,3.8,2,92,8,8,10,8,21,98,89,3.1,1023,10,8,107,15,395,"Hazardous",16793,248,309,409,298
"724",11,6,8.7,3,99,6,7,9,7,17,25,78,0,1026,11,10,293,13,314,"Hazardous",16794,303,369,410,298
"725",13,5,8.7,3,100,6,11,12,11,12,3,67,0,1024,13,10,210,10,379,"Hazardous",16795,361,425,410,299
"726",11,5,3.9,2,87,4,6,8,6,23,68,76,0.1,1030,11,10,64,16,343,"Hazardous",16796,419,476,411,300
"727",8,3,8.7,3,79,1,4,7,4,18,26,68,0,1034,8,10,307,14,320,"Hazardous",16797,476,522,411,300
"728",9,5,7.1,2,72,2,5,8,5,20,57,68,0.3,1026,9,10,214,14,267,"Very unhealthy",16798,532,563,411,301
"729",12,4,8.7,3,65,5,10,11,10,8,15,71,0,1030,12,10,244,6,319,"Hazardous",16799,587,601,412,301
"730",10,4,8.7,3,61,3,7,9,7,15,4,68,0,1034,10,10,227,12,327,"Hazardous",16800,639,636,412,302
"731",12,3,8.7,3,50,6,10,11,10,13,6,72,0,1031,12,10,132,10,365,"Hazardous",16801,692,669,412,303
"732",17,9,8.7,4,43,4,12,13,12,12,26,60,0,1023,17,10,181,8,365,"Hazardous",16802,692,702,413,304
"733",17,11,8.7,3,36,8,13,14,13,12,49,72,0.5,1021,17,9,192,7,365,"Hazardous",16803,743,735,413,304
"734",8,4,5.5,2,28,0,4,7,4,19,59,66,0.2,1026,8,10,177,14,358,"Hazardous",16804,76,770,413,305
"735",10,5,3.9,2,21,5,6,8,6,25,91,79,0.2,1025,10,9,80,17,358,"Hazardous",16805,128,87,413,306
"736",9,7,4,2,14,5,6,8,6,24,88,82,2.8,1027,9,9,25,17,358,"Hazardous",16806,182,127,413,307
"737",10,5,5.5,2,7,3,6,7,6,14,56,76,0.1,1028,10,10,258,10,358,"Hazardous",16807,236,172,413,307
"738",8,4,8.7,2,0,-3,4,6,4,15,41,55,0,1028,8,10,269,12,358,"Hazardous",16808,291,222,413,308
"739",9,2,8.7,2,0,-2,6,7,6,11,33,55,0.1,1027,9,10,107,8,358,"Hazardous",16809,345,275,414,309
"740",11,7,4,2,0,6,7,9,7,20,99,82,1.2,1024,11,10,79,13,358,"Hazardous",16810,397,334,414,310
"741",8,6,4,2,8,5,4,8,4,32,100,83,1.8,1025,8,9,34,22,358,"Hazardous",16811,447,394,414,311
"742",6,3,4,1,15,0,1,5,1,23,83,71,0.2,1029,6,10,280,18,358,"Hazardous",16812,494,457,413,312
"743",4,0,8.7,2,22,-3,0,3,0,15,15,63,0,1028,4,10,312,12,358,"Hazardous",16813,538,521,413,312
"744",7,0,7.1,1,29,-3,3,4,3,7,74,59,0,1025,7,10,261,5,358,"Hazardous",16814,580,585,413,313
"745",11,3,8.7,3,37,2,10,10,10,5,11,58,0,1021,11,10,209,4,358,"Hazardous",16815,620,648,413,314
"746",11,3,7.1,3,44,2,8,9,8,14,23,63,0.6,1020,11,9,109,10,358,"Hazardous",16816,661,711,413,315
"747",9,4,5.6,2,51,4,4,7,4,24,71,82,8.2,1017,9,8,232,17,358,"Hazardous",16817,702,711,413,316
"748",5,0,5.6,1,59,-1,-1,3,-1,24,52,76,0,1024,5,10,318,17,358,"Hazardous",16818,745,774,413,317
"749",4,-1,8.7,2,66,-7,0,3,0,14,3,48,0,1031,4,10,254,12,358,"Hazardous",16819,71,117,412,318
"750",5,0,7.1,1,73,-3,0,4,0,17,52,64,1.9,1031,5,10,150,13,358,"Hazardous",16820,120,179,412,319
"751",4,2,4,1,80,1,-1,3,-1,25,98,87,5.1,1028,4,10,52,17,358,"Hazardous",16821,173,238,412,319
"752",5,2,4,1,88,1,-1,4,-1,34,93,80,1.4,1031,5,9,111,23,358,"Hazardous",16822,229,295,412,320
"753",-1,-4,8.7,2,95,-10,-9,-2,-9,39,29,57,0,1038,-1,10,326,29,358,"Hazardous",16823,285,347,411,321
"754",-4,-7,8.7,2,100,-23,-14,-5,-14,45,3,24,0,1040,-4,10,308,35,358,"Hazardous",16824,343,394,411,322
"755",2,-6,8.7,2,100,-16,-6,-1,-6,20,0,31,0,1037,2,10,275,17,358,"Hazardous",16825,399,438,410,323
"756",7,-3,8.7,2,83,-8,2,4,2,11,7,42,0,1032,7,10,211,8,358,"Hazardous",16826,455,477,410,324
"757",6,2,4,1,76,1,3,5,3,10,80,75,0.8,1028,6,7,112,7,358,"Hazardous",16827,509,514,409,325
"758",11,6,4,2,69,7,7,8,7,13,99,94,0,1022,11,5,281,9,358,"Hazardous",16828,562,548,409,326
"759",7,3,4,2,61,5,3,6,3,26,87,88,0.4,1024,7,7,180,18,358,"Hazardous",16829,614,582,408,327
"760",7,2,7.2,2,54,1,2,5,2,21,50,78,0.3,1029,7,9,225,15,358,"Hazardous",16830,666,614,408,328
"761",7,1,5.6,1,50,0,0,4,0,22,55,80,1.5,1032,7,9,188,17,358,"Hazardous",16831,718,648,407,328
"762",4,-1,7.2,1,34,-4,-4,1,-4,27,62,71,0.7,1035,4,9,342,20,358,"Hazardous",16832,718,684,407,329
"763",4,-1,8.7,1,26,-6,-2,1,-2,16,42,57,0,1033,4,10,325,12,358,"Hazardous",16833,770,722,406,330
"764",6,-1,8.7,2,18,-3,4,5,4,8,9,58,0,1031,6,10,165,6,358,"Hazardous",16834,104,764,406,331
"765",6,1,5.6,1,11,-1,3,4,3,10,51,68,0,1029,6,10,52,6,358,"Hazardous",16835,157,90,405,332
"766",9,2,8.7,3,3,-3,4,6,4,16,19,51,0,1028,9,10,323,11,358,"Hazardous",16836,211,141,404,333
"767",7,1,8.7,2,0,-5,1,4,1,22,2,54,0,1030,7,10,324,17,358,"Hazardous",16837,264,197,403,334
"768",10,0,8.7,2,0,-5,5,7,5,15,21,44,0,1026,10,10,255,11,358,"Hazardous",16838,316,257,403,335
"769",14,1,8.7,4,0,0,9,10,9,18,0,48,0,1022,14,10,236,13,358,"Hazardous",16839,364,320,402,336
"770",19,6,8.7,4,4,3,12,13,12,19,13,52,0,1022,19,10,174,11,358,"Hazardous",16840,411,385,401,336
"771",19,8,8.7,4,12,7,11,13,11,37,7,66,0,1019,19,10,151,23,358,"Hazardous",16841,455,451,400,337
"772",19,12,8.7,4,19,13,14,15,14,31,51,89,0,1015,19,10,154,20,358,"Hazardous",16842,498,517,400,338
"773",22,13,8.7,5,27,13,17,17,17,17,27,82,0,1012,22,8,136,11,358,"Hazardous",16843,540,582,399,339
"774",16,7,4.1,3,34,9,11,13,11,38,78,79,0.6,1013,16,9,263,26,358,"Hazardous",16844,582,647,398,340
"775",6,2,8.7,1,42,-6,-2,4,-2,37,71,52,0,1028,6,10,333,28,358,"Hazardous",16845,625,711,397,341
"776",6,-1,8.7,2,49,-10,-1,3,-1,23,5,38,0,1031,6,10,298,18,358,"Hazardous",16846,671,711,396,341
"777",10,0,8.7,2,57,-6,3,6,3,20,25,42,0,1028,10,10,279,15,358,"Hazardous",16847,719,773,395,342
"778",11,2,7.2,2,64,-5,6,8,6,12,39,43,0,1028,11,10,248,8,358,"Hazardous",16848,769,113,394,343
"779",16,5,8.7,4,72,1,10,12,10,15,7,49,0,1025,16,10,179,10,358,"Hazardous",16849,103,169,393,344
"780",12,8,8.7,3,79,4,8,10,8,17,47,70,0,1025,12,10,132,11,358,"Hazardous",16850,158,222,392,345
"781",12,3,8.7,3,87,-2,5,8,5,25,17,52,0,1029,12,10,270,19,358,"Hazardous",16851,214,270,391,345
"782",11,3,8.7,2,95,1,6,8,6,21,32,60,0.6,1030,11,9,130,16,358,"Hazardous",16852,270,314,390,346
"783",7,6,4.2,2,100,5,3,6,3,23,96,90,5.8,1028,7,9,76,16,358,"Hazardous",16853,326,355,389,347
"784",8,4,4.2,2,100,4,3,6,3,20,84,84,0,1032,8,8,178,15,358,"Hazardous",16854,380,392,388,348
"785",9,2,8.7,3,83,0,3,6,3,18,21,65,0,1037,9,10,36,14,358,"Hazardous",16855,433,427,387,349
"786",10,1,8.7,3,75,-1,4,7,4,18,14,60,0,1036,10,10,130,13,358,"Hazardous",16856,486,461,386,349
"787",15,5,8.7,4,68,4,8,10,8,24,19,68,0,1029,15,10,174,15,358,"Hazardous",16857,538,494,385,350
"788",18,7,8.7,4,60,7,13,14,13,23,1,67,0,1025,18,10,197,15,358,"Hazardous",16858,590,528,384,351
"789",20,6,8.7,3,53,5,11,13,11,29,25,60,0,1025,20,10,186,22,358,"Hazardous",16859,641,563,383,351
"790",11,2,8.7,3,45,-1,5,8,5,19,5,54,0,1033,11,10,224,16,358,"Hazardous",16860,694,599,382,352
"791",11,1,8.7,3,43,0,6,8,6,16,2,57,0,1030,11,10,111,12,358,"Hazardous",16861,694,639,381,353
"792",17,5,8.7,4,36,5,9,11,9,22,11,68,0,1024,17,10,151,15,358,"Hazardous",16862,746,682,380,354
"793",22,9,8.7,5,29,9,15,16,15,18,27,67,0,1020,22,10,155,10,358,"Hazardous",16863,79,730,379,354
"794",22,13,8.7,5,22,13,16,17,16,32,35,81,0,1018,22,10,158,20,358,"Hazardous",16864,131,62,377,355
"795",25,11,8.7,6,14,13,18,19,18,22,38,73,0,1017,25,10,180,14,358,"Hazardous",16865,182,119,376,356
"796",13,9,4.3,3,7,10,10,12,10,17,65,87,0.1,1019,13,9,62,13,358,"Hazardous",16866,231,179,375,356
"797",20,9,7.2,4,0,11,14,14,14,18,54,84,0.4,1016,20,8,119,13,358,"Hazardous",16867,279,243,374,357
"798",12,6,4.3,2,0,9,7,10,7,44,98,91,8.3,1016,12,9,61,30,358,"Hazardous",16868,325,309,373,358
"799",8,4,5.8,2,0,1,1,6,1,40,90,73,1.7,1026,8,10,12,29,358,"Hazardous",16869,368,376,372,359
"800",7,1,5.8,1,7,-3,0,4,0,25,49,59,0.6,1031,7,9,227,18,358,"Hazardous",16870,412,444,370,359
"801",10,0,11.6,3,14,-5,5,7,5,10,12,45,0,1028,10,10,247,8,358,"Hazardous",16871,456,511,369,360
"802",11,3,11.6,3,22,1,5,8,5,26,18,62,0.2,1023,11,9,136,20,358,"Hazardous",16872,500,579,368,361
"803",12,8,7.4,2,29,7,8,9,8,19,76,82,0.1,1021,12,10,120,14,358,"Hazardous",16873,546,643,367,361
"804",12,4,10.2,2,36,3,6,9,6,21,26,70,0,1026,12,10,114,16,314,"Hazardous",16874,595,706,366,362
"805",12,3,10.2,2,44,2,6,9,6,21,41,64,0,1022,12,10,105,15,320,"Hazardous",16875,646,706,364,363
"806",17,9,11.6,4,51,7,12,13,12,15,18,69,0,1019,17,10,123,11,273,"Very unhealthy",16876,699,765,363,363
"807",17,9,7.4,3,58,12,13,14,13,21,63,89,0.1,1016,17,8,124,14,290,"Very unhealthy",16877,754,99,362,364
"808",19,13,6,4,65,14,16,16,16,9,89,86,0,1012,19,8,177,6,270,"Very unhealthy",16878,90,148,361,364
"809",16,9,10.3,3,73,11,13,13,13,14,68,88,0.2,1018,16,7,49,10,334,"Hazardous",16879,145,194,360,365
"810",17,7,10.5,3,80,6,11,12,11,19,41,67,0,1022,17,10,56,14,280,"Very unhealthy",16880,200,235,358,366
"811",15,7,12.5,4,87,7,10,11,10,18,37,74,0,1022,15,10,76,13,315,"Hazardous",16881,254,272,357,366
"812",12,9,9.2,3,94,9,10,11,10,21,76,83,0.3,1019,12,9,112,14,316,"Hazardous",16882,307,308,356,367
"813",14,6,12.5,3,100,5,8,10,8,30,55,69,0.1,1023,14,10,26,21,283,"Very unhealthy",16883,360,342,355,368
"814",11,5,11.8,2,100,-1,5,8,5,26,52,55,0,1029,11,10,178,19,253,"Very unhealthy",16884,412,375,353,368
"815",14,5,11.8,3,84,-1,7,9,7,18,57,51,0,1028,14,10,181,13,163,"Unhealthy",16885,464,408,352,369
"816",15,2,11.8,3,76,-2,9,10,9,12,45,45,0,1026,15,10,256,7,247,"Very unhealthy",16886,515,443,351,370
"817",17,5,12.6,4,69,1,11,12,11,24,6,49,0,1025,17,10,285,17,341,"Hazardous",16887,568,478,350,370
"818",19,7,12.6,5,62,3,13,14,13,27,4,48,0,1024,19,10,196,18,335,"Hazardous",16888,620,517,348,371
"819",23,10,12.7,4,55,6,16,17,16,20,49,50,0,1020,23,10,191,13,325,"Hazardous",16889,672,558,347,372
"820",20,13,9.2,4,47,9,16,17,16,16,84,61,0.1,1020,20,10,205,11,328,"Hazardous",16890,672,603,346,372
"821",16,11,9.2,3,43,11,13,14,13,10,74,85,0.3,1016,16,10,98,7,310,"Hazardous",16891,723,652,345,373
