"","maxtempC","mintempC","sunHour","uvIndex","moon_illumination","DewPointC","FeelsLikeC","HeatIndexC","WindChillC","WindGustKmph","cloudcover","humidity","precipMM","pressure","tempC","visibility","winddirDegree","windspeedKmph","AQI","AQI_Explained","date_time","moonrise","moonset","sunrise","sunset"
"2336",31,21,14,7,10,19,28,28,26,17,17,70,0,1009,31,10,148,14,273,"Very unhealthy",18406,355,497,294,409
"2337",30,23,11,6,17,18,27,27,26,12,57,66,1.9,1011,30,10,106,10,315,"Hazardous",18407,401,554,294,409
"2338",22,19,8.7,5,25,18,21,21,21,11,91,83,13,1010,22,6,95,9,162,"Unhealthy",18408,454,608,293,410
"2339",28,19,14,6,32,17,24,24,23,12,29,70,0,1011,28,10,174,10,240,"Very unhealthy",18409,512,659,293,410
"2340",32,22,14,7,39,16,28,28,27,17,24,55,0,1011,32,10,192,13,318,"Hazardous",18410,574,705,293,411
"2341",25,21,11.1,5,47,14,25,25,24,21,63,56,0.7,1013,25,10,130,15,322,"Hazardous",18411,638,705,292,412
"2342",21,18,8.8,4,54,16,19,20,19,26,98,81,28.8,1012,21,8,110,20,188,"Unhealthy",18412,703,745,292,412
"2343",30,14,13.4,7,58,20,26,26,24,9,41,74,0.9,1011,30,8,181,8,312,"Hazardous",18413,768,64,292,413
"2344",32,23,14,7,71,19,29,29,27,16,15,65,0,1011,32,10,142,13,312,"Hazardous",18414,114,100,291,413
"2345",33,22,14,7,79,19,29,29,27,17,13,64,0,1006,33,10,196,14,175,"Unhealthy",18415,180,135,291,414
"2346",29,25,8.8,6,86,22,29,29,26,16,70,77,3.4,1004,29,10,210,12,188,"Unhealthy",18416,247,172,291,414
"2347",31,22,14,7,94,21,28,28,26,9,33,75,0,1005,31,10,135,8,263,"Very unhealthy",18417,316,211,291,415
"2348",25,19,8.8,5,100,21,25,25,23,22,76,87,53.1,1005,25,7,119,14,150,"Unhealthy for sensitive groups",18418,385,254,291,415
"2349",25,22,13.4,5,100,18,25,25,23,28,53,75,29.8,1007,25,8,88,21,150,"Unhealthy for sensitive groups",18419,452,302,290,416
"2350",27,21,14.1,6,84,18,25,25,24,20,23,72,0,1011,27,10,110,16,150,"Unhealthy for sensitive groups",18420,514,355,290,416
"2351",27,22,9.9,6,76,20,26,26,24,22,64,78,0.1,1010,27,10,112,18,210,"Very unhealthy",18421,570,413,290,417
"2352",28,24,8.8,6,69,22,28,28,26,19,89,81,0.4,1008,28,10,112,15,175,"Unhealthy",18422,618,473,290,417
"2353",29,25,9.9,6,61,23,29,29,26,10,67,84,8.7,1005,29,9,131,8,197,"Unhealthy",18423,661,532,290,418
"2354",32,25,9.9,6,54,23,32,32,28,10,62,76,2.5,1003,32,10,172,8,312,"Hazardous",18424,697,591,290,418
"2355",34,27,13.4,7,46,23,35,35,30,11,48,69,0.4,1003,34,10,162,9,308,"Hazardous",18425,697,648,290,418
"2356",37,27,13.4,8,38,24,38,38,32,16,34,66,10.7,1003,37,9,179,12,270,"Very unhealthy",18426,729,703,290,419
"2357",31,28,12.2,7,31,24,35,35,30,16,49,70,5.3,1007,31,10,256,12,187,"Unhealthy",18427,759,756,290,419
"2358",28,25,8.8,6,23,24,31,31,27,8,82,84,15.7,1008,28,9,149,6,247,"Very unhealthy",18428,68,89,290,419
"2359",25,21,9.1,5,16,21,26,26,23,18,93,84,48,1006,25,7,102,13,240,"Very unhealthy",18429,96,142,290,420
"2360",27,21,10.1,6,8,23,28,28,25,16,86,86,1.1,1003,27,10,104,13,237,"Very unhealthy",18430,125,196,291,420
"2361",33,24,12.3,7,1,23,33,33,29,23,45,71,5.7,1001,33,9,247,17,157,"Unhealthy",18431,157,252,291,420
"2362",27,24,9.1,6,0,18,27,27,25,13,85,67,0.4,1008,27,10,139,11,147,"Unhealthy for sensitive groups",18432,192,309,291,421
"2363",25,21,10.2,5,0,18,25,25,23,10,61,72,0.8,1009,25,8,128,8,240,"Very unhealthy",18433,231,368,291,421
"2364",23,17,9.1,5,0,20,24,24,21,17,100,89,36.8,1005,23,6,100,13,125,"Unhealthy for sensitive groups",18434,276,426,291,421
"2365",27,18,9.1,6,7,21,26,26,24,20,94,80,0.2,1005,27,10,107,16,138,"Unhealthy for sensitive groups",18435,327,483,291,421
"2366",28,24,10.1,6,14,24,29,29,26,19,83,87,4.2,1003,28,10,156,15,162,"Unhealthy",18436,384,536,292,421
"2367",33,22,11.2,6,22,23,32,32,28,15,61,74,9.2,1002,33,9,250,11,203,"Very unhealthy",18437,447,584,292,422
"2368",26,22,9.1,5,29,23,27,27,25,12,75,87,14.1,1004,26,9,219,10,270,"Very unhealthy",18438,511,626,292,422
"2369",32,24,13.4,6,37,23,32,32,28,11,36,75,0.1,1005,32,10,122,9,180,"Unhealthy",18439,576,666,293,422
"2370",29,25,10.1,6,44,23,30,30,27,13,70,80,18.5,1004,29,9,158,9,177,"Unhealthy",18440,641,702,293,422
"2371",26,25,11.2,6,52,23,29,29,26,14,78,85,14.5,1005,26,9,116,10,150,"Unhealthy for sensitive groups",18441,706,702,293,422
"2372",28,22,9.1,6,59,24,29,29,26,19,90,88,10,1000,28,9,194,13,193,"Unhealthy",18442,770,736,294,422
"2373",32,24,14.5,7,67,19,29,29,27,12,29,65,0.5,1003,32,9,242,10,157,"Unhealthy",18443,115,772,294,422
"2374",29,23,14.5,7,72,20,28,28,26,17,32,71,0,1004,29,10,116,14,138,"Unhealthy for sensitive groups",18444,181,89,294,422
"2375",25,22,11.2,5,79,20,26,26,24,18,67,80,2.9,1007,25,10,100,14,162,"Unhealthy",18445,248,128,295,422
"2376",26,24,9,6,86,23,27,27,25,14,100,88,4.5,1006,26,9,83,11,138,"Unhealthy for sensitive groups",18446,315,173,295,422
"2377",28,24,9,6,94,22,28,28,25,13,92,81,1.8,1007,28,10,101,10,150,"Unhealthy for sensitive groups",18447,379,223,296,422
"2378",29,24,9,6,100,23,29,29,26,14,87,84,2.9,1003,29,8,169,11,167,"Unhealthy",18448,438,278,296,422
"2379",26,22,9,6,100,24,28,28,25,23,88,90,34.9,1002,26,8,215,16,162,"Unhealthy",18449,489,337,297,422
"2380",32,22,9,6,85,24,31,31,27,16,74,81,23.2,1004,32,9,223,11,173,"Unhealthy",18450,534,397,297,421
"2381",33,25,10.1,7,77,23,32,32,29,14,65,73,14.7,1003,33,9,175,9,150,"Unhealthy for sensitive groups",18451,574,458,298,421
"2382",31,25,10.1,6,70,22,31,31,28,11,53,73,0.4,1000,31,10,86,9,150,"Unhealthy for sensitive groups",18452,608,515,298,421
"2383",32,26,12.3,6,63,23,31,31,28,14,44,74,4,1001,32,10,122,11,150,"Unhealthy for sensitive groups",18453,639,572,299,421
"2384",27,24,9,6,55,23,28,28,26,14,75,84,8.9,1005,27,9,141,10,190,"Unhealthy",18454,668,626,299,421
"2385",36,22,12.2,7,48,25,36,36,30,13,59,74,1.7,1003,36,9,172,10,283,"Very unhealthy",18455,697,680,300,420
"2386",30,28,9.9,6,41,23,33,33,29,18,67,71,0.4,1005,30,10,286,14,193,"Unhealthy",18456,697,732,300,420
"2387",26,22,8.7,6,34,21,27,27,25,9,78,78,5,1007,26,9,239,7,247,"Very unhealthy",18457,725,66,301,420
"2388",22,20,8.5,5,26,19,22,23,22,16,99,83,46.1,1006,22,8,80,12,150,"Unhealthy for sensitive groups",18458,756,121,301,419
"2389",23,22,8.5,5,19,19,25,25,23,16,96,83,9.5,1005,23,10,83,11,150,"Unhealthy for sensitive groups",18459,69,177,302,419
"2390",25,23,8.5,5,12,22,26,26,24,16,87,87,9.7,1006,25,10,115,11,162,"Unhealthy",18460,106,235,302,418
"2391",32,22,13.3,7,5,25,34,34,28,13,66,80,2.5,1003,32,8,162,9,270,"Very unhealthy",18461,148,294,303,418
"2392",36,28,13.3,7,0,25,38,38,31,18,46,69,1.8,1002,36,10,197,13,217,"Very unhealthy",18462,197,352,304,418
"2393",27,26,9.7,6,0,23,30,30,26,9,67,82,20.5,1008,27,8,249,6,197,"Unhealthy",18463,252,407,304,417
"2394",32,26,8.5,6,2,24,33,33,29,11,71,78,19.8,1010,32,9,212,7,315,"Hazardous",18464,314,458,305,417
"2395",36,28,13.5,7,10,25,38,38,32,11,34,71,1.2,1008,36,10,160,9,305,"Hazardous",18465,379,503,305,416
"2396",36,29,13.3,7,17,24,38,38,32,18,53,66,1.6,1005,36,10,243,14,163,"Unhealthy",18466,446,545,306,415
"2397",31,26,12.1,6,24,21,30,30,28,16,73,68,15.1,1005,31,9,197,13,210,"Very unhealthy",18467,512,583,307,415
"2398",31,23,13.3,6,32,21,29,29,27,11,37,71,1,1007,31,10,220,9,318,"Hazardous",18468,578,618,307,414
"2399",32,26,13.3,6,39,21,30,30,28,12,31,66,0.8,1005,32,10,113,10,302,"Hazardous",18469,643,653,308,414
"2400",28,26,8.4,6,46,24,31,31,27,14,75,85,6.4,1003,28,10,207,9,230,"Very unhealthy",18470,708,690,309,413
"2401",35,28,10.8,7,53,25,37,37,31,11,64,70,5,1006,35,10,203,8,257,"Very unhealthy",18471,774,690,309,412
"2402",33,28,10.8,7,61,25,36,36,30,17,53,74,3.8,1008,33,10,159,13,100,"Moderate",18472,119,728,310,412
"2403",32,28,13.4,7,68,24,34,34,29,27,29,74,0.5,1010,32,10,151,20,100,"Moderate",18473,185,770,310,411
"2404",32,28,10.8,7,72,25,35,35,30,30,48,75,0,1009,32,10,152,23,100,"Moderate",18474,248,97,311,410
"2405",33,28,13.4,8,82,24,36,36,30,29,17,72,0,1008,33,10,162,22,95,"Moderate",18475,308,148,312,409
"2406",33,28,13.4,8,90,24,35,35,30,30,3,70,0,1007,33,10,162,23,103,"Unhealthy for sensitive groups",18476,361,205,312,409
"2407",32,28,13.4,8,97,24,35,35,30,29,20,73,0,1006,32,10,151,22,100,"Moderate",18477,409,264,313,408
"2408",31,28,8.3,6,100,24,34,34,29,48,78,75,7.2,1004,31,9,147,33,125,"Unhealthy for sensitive groups",18478,450,325,314,407
"2409",31,28,10.8,6,88,24,34,34,29,45,60,73,0.5,1006,31,10,173,32,125,"Unhealthy for sensitive groups",18479,486,384,314,406
"2410",34,28,12,7,81,24,36,36,31,18,61,70,1.7,1007,34,10,186,13,138,"Unhealthy for sensitive groups",18480,518,441,315,405
"2411",31,29,13.3,7,74,23,34,34,30,15,43,70,0.2,1005,31,10,210,11,217,"Very unhealthy",18481,549,496,316,404
"2412",32,29,10.8,7,67,25,36,36,30,17,68,74,10.8,1003,32,10,178,11,153,"Unhealthy",18482,577,551,316,403
"2413",34,27,13.3,7,59,24,36,36,30,21,48,73,1.8,1001,34,10,161,16,197,"Unhealthy",18483,605,604,317,403
"2414",35,28,12,7,52,24,37,37,31,17,46,69,1.6,1002,35,10,196,13,177,"Unhealthy",18484,635,657,317,402
"2415",36,28,13.2,8,45,24,37,37,31,19,28,68,0,1005,36,10,164,15,127,"Unhealthy for sensitive groups",18485,666,711,318,401
"2416",34,28,13.2,7,38,23,35,35,31,25,46,63,0.3,1008,34,10,183,20,150,"Unhealthy for sensitive groups",18486,701,765,319,400
"2417",36,29,13.2,8,30,24,39,39,32,18,15,65,0,1008,36,10,184,14,153,"Unhealthy",18487,701,102,319,399
"2418",37,30,13.2,8,23,25,41,41,33,14,7,65,0,1007,37,10,178,12,193,"Unhealthy",18488,740,160,320,398
"2419",35,29,13.2,8,16,24,37,37,32,23,0,65,0,1007,35,10,157,19,138,"Unhealthy for sensitive groups",18489,66,218,321,397
"2420",35,29,13.2,8,8,25,38,38,31,21,1,70,0,1007,35,10,158,17,138,"Unhealthy for sensitive groups",18490,118,274,321,396
"2421",34,29,13.1,8,1,24,37,37,31,25,1,70,0,1010,34,10,154,20,187,"Unhealthy",18491,177,327,322,395
"2422",33,28,13.1,8,0,24,36,36,30,24,14,72,0,1010,33,10,149,19,220,"Very unhealthy",18492,241,375,322,394
"2423",34,28,13.1,8,0,25,38,38,31,21,6,73,0,1009,34,10,148,17,190,"Unhealthy",18493,308,419,323,392
"2424",36,29,13.1,8,6,25,38,38,32,18,1,68,0,1010,36,10,154,16,173,"Unhealthy",18494,376,460,324,391
"2425",33,28,13.1,8,13,25,36,36,30,19,9,73,0,1011,33,10,140,16,160,"Unhealthy",18495,445,497,324,390
"2426",31,27,10.7,6,20,24,33,33,29,16,58,74,0,1010,31,10,121,13,160,"Unhealthy",18496,512,533,325,389
"2427",34,28,13,8,28,24,36,36,30,13,15,70,0,1005,34,10,123,11,157,"Unhealthy",18497,579,570,325,388
"2428",35,30,13,8,35,25,39,39,32,12,3,68,0,1003,35,10,131,11,150,"Unhealthy for sensitive groups",18498,646,607,326,387
"2429",36,27,13,8,42,24,39,39,32,14,8,61,0,1000,36,10,114,12,162,"Unhealthy",18499,713,649,327,386
"2430",32,28,9.4,7,50,24,34,34,30,30,72,70,4.1,995,32,10,294,23,188,"Unhealthy",18500,778,694,327,385
"2431",32,26,11.9,6,57,22,32,32,29,16,46,67,0,1000,32,10,271,13,227,"Very unhealthy",18501,122,694,328,383
"2432",29,26,9.4,6,64,24,31,31,28,12,73,80,21.5,1003,29,9,99,9,175,"Unhealthy",18502,182,744,328,382
"2433",32,25,11.9,6,71,24,33,33,28,16,64,78,35.8,1005,32,9,215,13,175,"Unhealthy",18503,237,79,329,381
"2434",33,28,12.9,7,79,25,35,35,30,15,33,75,0.2,1008,33,10,143,12,200,"Unhealthy",18504,285,136,330,380
"2435",33,27,12.9,7,82,24,35,35,30,15,25,74,0.1,1009,33,10,113,12,138,"Unhealthy for sensitive groups",18505,328,196,330,379
"2436",34,28,12.9,7,97,23,35,35,31,20,47,67,0.2,1004,34,10,39,16,150,"Unhealthy for sensitive groups",18506,365,254,331,377
"2437",33,27,11.9,7,100,22,33,33,30,28,66,64,1.5,1002,33,10,303,22,188,"Unhealthy",18507,399,312,331,376
"2438",32,25,12.8,8,88,18,31,31,29,15,5,52,0,1008,32,10,279,13,283,"Very unhealthy",18508,429,368,332,375
"2439",32,27,12.8,7,81,19,30,30,29,11,11,57,0,1011,32,10,146,9,293,"Very unhealthy",18509,458,423,333,374
"2440",32,25,12.8,7,73,17,29,29,28,13,5,51,0,1011,32,10,112,11,150,"Unhealthy for sensitive groups",18510,486,476,333,373
"2441",30,26,12.8,7,66,17,29,29,28,21,3,55,0,1008,30,10,86,17,200,"Unhealthy",18511,515,529,334,371
"2442",32,25,12.8,6,58,19,30,30,29,21,20,57,0.1,1005,32,10,291,17,317,"Hazardous",18512,545,583,334,370
"2443",33,27,12.7,8,50,20,33,33,30,13,4,57,0,1011,33,10,174,11,302,"Hazardous",18513,579,637,335,369
"2444",33,25,12.7,6,43,21,31,31,28,11,42,66,0.8,1009,33,10,150,9,163,"Unhealthy",18514,615,692,335,368
"2445",29,26,7.9,6,35,20,29,29,27,6,66,64,1.3,1008,29,10,163,4,177,"Unhealthy",18515,657,748,336,366
"2446",29,23,7.9,6,28,20,28,28,26,11,78,73,12.3,1010,29,8,122,8,175,"Unhealthy",18516,705,86,337,365
"2447",30,25,7.9,6,20,20,28,28,26,9,85,69,1.4,1013,30,10,44,8,162,"Unhealthy",18517,705,141,337,364
"2448",28,24,9.2,6,13,20,28,28,26,13,67,70,5.5,1015,28,10,58,9,150,"Unhealthy for sensitive groups",18518,760,195,338,363
"2449",29,24,12.6,7,5,19,27,27,26,10,47,67,0,1014,29,10,102,8,162,"Unhealthy",18519,101,244,338,361
"2450",24,23,7.9,5,0,20,25,25,23,13,90,83,6.6,1012,24,9,182,10,214,"Very unhealthy",18520,166,290,339,360
"2451",29,20,11.6,6,0,20,28,28,25,10,58,74,1.6,1010,29,10,300,8,302,"Hazardous",18521,234,332,339,359
"2452",24,19,6.1,5,0,20,25,25,22,18,100,87,19.2,1011,24,8,108,13,175,"Unhealthy",18522,303,370,340,357
"2453",21,19,6.1,5,2,17,20,20,20,13,98,80,18.6,1017,21,5,139,11,214,"Very unhealthy",18523,372,408,341,356
"2454",22,18,7.5,5,10,16,20,22,20,8,80,76,6.8,1018,22,8,78,6,328,"Hazardous",18524,441,445,341,355
"2455",27,21,11.6,6,17,15,25,25,24,11,35,58,0,1018,27,10,76,9,217,"Very unhealthy",18525,510,483,342,354
"2456",25,22,11.6,6,25,14,25,25,24,7,33,56,0,1016,25,10,109,6,150,"Unhealthy for sensitive groups",18526,580,525,342,352
"2457",24,19,6,5,32,13,24,24,22,8,69,55,0,1015,24,10,120,6,162,"Unhealthy",18527,649,570,343,351
"2458",23,22,6,5,40,17,25,25,22,14,72,72,1.3,1014,23,10,52,10,175,"Unhealthy",18528,715,620,343,350
"2459",27,15,11.6,5,47,16,25,25,23,13,39,60,0.2,1015,27,10,217,10,162,"Unhealthy",18529,778,674,344,349
"2460",27,19,8.8,5,55,16,25,25,24,13,35,63,0.7,1013,27,10,169,10,150,"Unhealthy for sensitive groups",18530,115,674,345,347
"2461",27,22,11.6,7,62,16,26,26,24,14,24,62,0,1015,27,10,103,11,150,"Unhealthy for sensitive groups",18531,165,731,345,346
"2462",27,22,7.4,5,70,17,26,26,24,13,57,67,1,1016,27,10,61,10,150,"Unhealthy for sensitive groups",18532,209,70,346,345
"2463",26,22,10.2,5,78,17,25,25,23,16,31,67,0.2,1016,26,10,101,13,150,"Unhealthy for sensitive groups",18533,247,128,346,344
"2464",26,21,8.8,5,85,16,25,25,23,10,47,64,0.1,1013,26,10,102,8,150,"Unhealthy for sensitive groups",18534,281,186,347,342
"2465",28,22,11.6,7,93,15,26,26,24,10,23,58,0,1012,28,10,180,8,150,"Unhealthy for sensitive groups",18535,312,242,348,341
"2466",27,21,11.6,6,97,17,25,25,23,10,27,70,0,1013,27,10,120,8,190,"Unhealthy",18536,341,297,348,340
"2467",27,21,11.6,6,100,17,26,26,24,16,22,68,0,1014,27,10,133,13,163,"Unhealthy",18537,369,350,349,339
"2468",27,23,5.9,6,89,19,26,26,24,17,64,74,0.5,1014,27,10,113,14,138,"Unhealthy for sensitive groups",18538,397,403,349,337
"2469",22,13,5.9,5,82,18,20,22,20,25,99,84,39.6,1015,22,7,74,18,125,"Unhealthy for sensitive groups",18539,427,457,350,336
"2470",23,19,11.6,6,74,10,20,21,20,20,44,53,0,1020,23,10,89,16,138,"Unhealthy for sensitive groups",18540,458,510,351,335
"2471",23,18,10.2,5,67,11,21,22,21,16,39,52,0,1022,23,10,72,13,112,"Unhealthy for sensitive groups",18541,493,566,351,334
"2472",21,20,5.9,5,60,12,20,20,20,17,70,61,0.2,1023,21,10,41,12,125,"Unhealthy for sensitive groups",18542,533,621,352,332
"2473",24,19,11.6,5,53,13,22,22,21,20,34,59,0,1022,24,10,36,15,125,"Unhealthy for sensitive groups",18543,578,677,353,331
"2474",25,20,11.6,5,45,13,22,22,22,16,37,58,0,1021,25,10,37,13,125,"Unhealthy for sensitive groups",18544,628,732,353,330
"2475",24,16,11.6,6,38,13,22,22,21,11,23,60,0,1019,24,10,84,9,125,"Unhealthy for sensitive groups",18545,685,66,354,329
"2476",27,19,11.6,6,31,14,23,23,22,6,24,61,0,1016,27,10,162,5,140,"Unhealthy for sensitive groups",18546,685,115,354,328
"2477",25,20,11.6,6,23,14,23,23,22,13,15,61,0,1017,25,10,36,11,125,"Unhealthy for sensitive groups",18547,746,161,355,326
"2478",24,19,8.7,5,16,13,21,22,21,17,30,61,0.2,1021,24,10,47,14,183,"Unhealthy",18548,92,204,356,325
"2479",24,20,11.6,5,9,13,23,23,21,18,21,58,0,1023,24,10,70,15,125,"Unhealthy for sensitive groups",18549,159,243,356,324
"2480",21,19,8.7,4,2,12,20,20,20,19,66,62,0.1,1024,21,10,58,15,138,"Unhealthy for sensitive groups",18550,227,280,357,323
"2481",17,17,5.8,4,0,12,17,17,17,13,97,74,2.3,1023,17,6,44,10,150,"Unhealthy for sensitive groups",18551,296,317,358,322
"2482",23,11,11.6,5,0,11,19,20,19,12,35,61,0.1,1023,23,10,219,9,190,"Unhealthy",18552,366,355,358,321
"2483",22,18,5.8,5,5,11,19,20,19,11,75,60,0.6,1024,22,10,51,9,143,"Unhealthy for sensitive groups",18553,438,395,359,320
"2484",21,18,11.2,6,13,10,19,20,19,10,11,54,0,1024,21,10,43,9,138,"Unhealthy for sensitive groups",18554,509,441,360,319
"2485",23,18,8.7,6,20,12,20,21,20,12,19,60,0,1023,23,10,65,10,162,"Unhealthy",18555,580,490,361,318
"2486",20,14,4.2,4,27,14,18,19,18,7,59,70,0,1019,20,10,203,5,263,"Very unhealthy",18556,647,545,361,316
"2487",22,12,8.7,4,35,11,18,19,18,15,23,60,0,1018,22,10,234,12,320,"Hazardous",18557,709,603,362,315
"2488",20,17,8.7,5,42,5,18,18,18,17,1,44,0,1021,20,10,248,15,167,"Unhealthy",18558,762,663,363,314
"2489",21,17,8.7,5,49,6,19,19,19,9,7,44,0,1023,21,10,156,8,125,"Unhealthy for sensitive groups",18559,89,663,363,313
"2490",21,15,8.7,5,56,10,18,18,18,12,21,58,0,1021,21,10,112,10,125,"Unhealthy for sensitive groups",18560,129,722,364,312
"2491",23,14,8.7,6,64,13,20,21,20,13,7,64,0,1019,23,10,117,10,125,"Unhealthy for sensitive groups",18561,164,61,365,311
"2492",23,18,8.7,6,71,12,20,21,20,11,9,62,0,1020,23,10,89,9,138,"Unhealthy for sensitive groups",18562,195,117,366,310
"2493",22,18,8.7,6,78,12,20,21,20,13,25,62,0,1023,22,10,52,11,138,"Unhealthy for sensitive groups",18563,225,172,366,310
"2494",20,18,8.7,5,85,11,19,19,19,15,40,62,0.1,1025,20,10,50,12,150,"Unhealthy for sensitive groups",18564,252,226,367,309
"2495",21,15,8.7,5,93,8,18,19,18,14,10,52,0,1026,21,10,30,12,125,"Unhealthy for sensitive groups",18565,280,278,368,308
"2496",23,13,8.7,6,97,11,19,20,19,9,8,57,0,1023,23,10,111,7,150,"Unhealthy for sensitive groups",18566,309,332,369,307
"2497",23,18,8.7,6,89,13,20,21,20,9,32,63,0,1020,23,10,150,7,162,"Unhealthy",18567,340,385,369,306
"2498",22,18,8.7,5,81,11,19,20,19,12,48,60,0,1022,22,10,261,9,243,"Very unhealthy",18568,373,441,370,305
"2499",18,12,8.7,5,74,6,16,16,16,19,7,49,0,1025,18,10,91,16,320,"Hazardous",18569,411,496,371,304
"2500",19,11,8.7,5,66,5,15,16,15,13,9,48,0,1026,19,10,95,11,170,"Unhealthy",18570,455,553,372,304
"2501",19,15,4.1,4,58,11,17,17,17,17,48,67,0,1023,19,10,115,13,125,"Unhealthy for sensitive groups",18571,503,608,373,303
"2502",25,18,8.7,6,51,13,22,22,21,8,18,63,0,1021,25,10,251,6,162,"Unhealthy",18572,557,661,373,302
"2503",24,19,8.7,6,43,9,22,22,21,10,19,46,0,1022,24,10,233,9,257,"Very unhealthy",18573,615,711,374,301
"2504",22,19,8.7,6,36,7,20,21,20,15,0,43,0,1026,22,10,133,13,336,"Hazardous",18574,677,757,375,301
"2505",20,17,8.7,5,28,5,18,18,18,11,3,45,0,1027,20,10,35,10,309,"Hazardous",18575,677,79,376,300
"2506",21,17,8.7,5,21,6,19,19,19,9,1,44,0,1028,21,10,58,8,138,"Unhealthy for sensitive groups",18576,741,118,377,299
"2507",21,16,8.7,5,13,8,19,19,19,10,3,50,0,1030,21,10,71,9,138,"Unhealthy for sensitive groups",18577,87,154,378,299
"2508",22,15,8.7,5,6,10,18,19,18,12,12,59,0,1028,22,10,99,10,138,"Unhealthy for sensitive groups",18578,153,190,378,298
"2509",21,13,8.7,5,0,11,18,18,18,14,8,62,0,1028,21,10,55,12,125,"Unhealthy for sensitive groups",18579,221,226,379,297
"2510",22,16,8.7,5,0,11,18,19,18,13,17,65,0,1027,22,10,70,10,138,"Unhealthy for sensitive groups",18580,290,265,380,297
"2511",22,17,5.5,5,0,14,19,20,19,14,43,70,0.1,1024,22,10,96,11,163,"Unhealthy",18581,362,307,381,296
"2512",23,19,5.5,5,2,16,21,22,21,12,62,76,0.2,1022,23,10,99,9,213,"Very unhealthy",18582,435,355,382,296
"2513",24,20,8.7,6,9,17,22,22,21,29,39,77,0,1018,24,10,145,21,140,"Unhealthy for sensitive groups",18583,505,408,383,295
"2514",26,21,8.7,6,17,18,24,24,23,37,17,73,0,1012,26,10,162,26,125,"Unhealthy for sensitive groups",18584,573,467,384,295
"2515",24,19,5.5,5,24,18,23,23,22,15,67,77,4.8,1012,24,10,200,12,214,"Very unhealthy",18585,632,529,384,295
"2516",18,15,3.9,4,32,10,17,17,17,19,75,64,0,1020,18,10,30,15,240,"Very unhealthy",18586,684,591,385,294
"2517",18,14,3.9,4,39,10,16,16,16,17,80,67,0,1020,18,10,99,14,240,"Very unhealthy",18587,727,652,386,294
"2518",17,13,3.9,4,47,12,15,15,15,20,100,79,1.6,1025,17,6,31,15,138,"Unhealthy for sensitive groups",18588,765,710,387,294
"2519",14,12,3.8,3,54,5,11,13,11,18,94,60,0,1029,14,10,23,14,138,"Unhealthy for sensitive groups",18589,78,710,388,293
"2520",14,10,3.8,3,62,9,12,13,12,12,100,74,0.4,1027,14,9,31,9,143,"Unhealthy for sensitive groups",18590,108,766,389,293
"2521",16,13,3.8,4,70,12,15,15,15,8,100,84,3.6,1024,16,7,36,6,138,"Unhealthy for sensitive groups",18591,136,100,390,293
"2522",16,14,3.8,3,77,12,14,15,14,13,96,87,11.7,1025,16,9,264,10,175,"Unhealthy",18592,163,153,390,292
"2523",14,12,3.8,3,85,10,12,13,12,19,99,81,1.1,1029,14,7,277,15,150,"Unhealthy for sensitive groups",18593,192,206,391,292
"2524",12,10,5.5,3,92,2,9,11,9,19,71,57,0,1032,12,10,96,15,157,"Unhealthy",18594,222,259,392,292
"2525",13,9,5.4,3,100,3,10,11,10,13,61,57,0,1031,13,10,100,10,160,"Unhealthy",18595,254,314,393,292
"2526",12,6,5.4,3,100,4,9,11,9,15,42,59,0,1033,12,10,21,12,190,"Unhealthy",18596,291,370,394,292
"2527",13,11,7.1,3,89,4,10,12,10,17,55,60,0.4,1032,13,9,73,14,318,"Hazardous",18597,333,427,395,292
"2528",13,11,3.8,3,82,4,11,12,11,16,60,60,0,1029,13,10,37,12,173,"Unhealthy",18598,379,483,395,292
"2529",10,9,3.8,2,75,4,7,10,7,22,74,70,0.7,1031,10,9,299,17,175,"Unhealthy",18599,432,538,396,292
"2530",10,7,8.7,2,67,1,6,9,6,18,28,58,0,1032,10,10,248,15,310,"Hazardous",18600,489,590,397,292
"2531",12,7,8.7,4,60,2,9,10,9,12,20,56,0,1031,12,10,74,10,207,"Very unhealthy",18601,550,636,398,292
"2532",14,10,5.4,3,53,5,12,12,12,13,70,63,0,1027,14,10,78,10,183,"Unhealthy",18602,612,679,399,292
"2533",13,11,3.8,3,46,6,11,12,11,15,90,66,0,1029,13,10,25,12,177,"Unhealthy",18603,676,718,399,292
"2534",12,8,3.8,3,38,5,10,11,10,15,73,64,0,1029,12,10,33,12,257,"Very unhealthy",18604,676,753,400,292
"2535",14,10,3.8,3,31,6,11,12,11,13,80,65,0.2,1024,14,9,83,10,309,"Hazardous",18605,739,68,401,292
"2536",16,12,3.8,3,24,9,14,14,14,5,82,74,0.8,1022,16,8,100,4,188,"Unhealthy",18606,84,102,402,293
"2537",12,8,3.8,3,17,8,10,11,10,10,100,81,2,1021,12,6,133,8,312,"Hazardous",18607,149,138,402,293
"2538",16,10,8.7,4,9,6,12,13,12,10,27,61,0.3,1021,16,9,214,9,338,"Hazardous",18608,218,177,403,293
"2539",13,7,8.7,3,2,1,9,11,9,16,35,53,0,1023,13,10,303,13,369,"Hazardous",18609,288,221,404,293
"2540",6,4,3.8,2,0,-3,2,5,2,23,87,55,0.2,1032,6,10,326,18,355,"Hazardous",18610,360,271,404,294
"2541",8,4,8.7,3,0,-3,2,5,2,17,34,54,0,1034,8,10,182,14,162,"Unhealthy",18611,429,327,405,294
